x-axis,1
second,Volt
-5.340000E-03,-3.513191E-03
-5.335000E-03,-4.109925E-03
-5.330000E-03,-2.099874E-03
-5.325000E-03,-4.009422E-03
-5.320000E-03,-2.300879E-03
-5.315000E-03,-4.411432E-03
-5.310000E-03,-4.518216E-03
-5.305000E-03,-3.814698E-03
-5.300000E-03,-4.913945E-03
-5.295000E-03,-3.814698E-03
-5.290000E-03,-4.310930E-03
-5.285000E-03,-2.709171E-03
-5.280000E-03,-4.310930E-03
-5.275000E-03,-4.511935E-03
-5.270000E-03,-2.809673E-03
-5.265000E-03,-4.015704E-03
-5.260000E-03,-3.714196E-03
-5.255000E-03,-4.712940E-03
-5.250000E-03,-4.310930E-03
-5.245000E-03,-2.508166E-03
-5.240000E-03,-4.310930E-03
-5.235000E-03,-3.613693E-03
-5.230000E-03,-4.511935E-03
-5.225000E-03,-3.915201E-03
-5.220000E-03,-4.210427E-03
-5.215000E-03,-4.719221E-03
-5.210000E-03,-4.015704E-03
-5.205000E-03,-5.215452E-03
-5.200000E-03,-4.813442E-03
-5.195000E-03,-3.915201E-03
-5.190000E-03,-3.607412E-03
-5.185000E-03,-1.804648E-03
-5.180000E-03,-4.813442E-03
-5.175000E-03,-3.010678E-03
-5.170000E-03,-4.411432E-03
-5.165000E-03,-3.613693E-03
-5.160000E-03,-3.707915E-03
-5.155000E-03,-4.612437E-03
-5.150000E-03,-4.015704E-03
-5.145000E-03,-5.014447E-03
-5.140000E-03,-4.116206E-03
-5.135000E-03,-3.506910E-03
-5.130000E-03,-4.015704E-03
-5.125000E-03,-3.312186E-03
-5.120000E-03,-5.315955E-03
-5.115000E-03,-3.211683E-03
-5.110000E-03,-5.315955E-03
-5.105000E-03,-3.814698E-03
-5.100000E-03,-4.813442E-03
-5.095000E-03,-4.417714E-03
-5.090000E-03,-2.307161E-03
-5.085000E-03,-3.814698E-03
-5.080000E-03,-3.211683E-03
-5.075000E-03,-3.104899E-03
-5.070000E-03,-4.317211E-03
-5.065000E-03,-3.406407E-03
-5.060000E-03,-4.210427E-03
-5.055000E-03,-3.305905E-03
-5.050000E-03,-4.210427E-03
-5.045000E-03,-4.109925E-03
-5.040000E-03,-2.809673E-03
-5.035000E-03,-3.808417E-03
-5.030000E-03,-2.508166E-03
-5.025000E-03,-4.009422E-03
-5.020000E-03,-3.814698E-03
-5.015000E-03,-3.707915E-03
-5.010000E-03,-4.511935E-03
-5.005000E-03,-3.808417E-03
-5.000000E-03,-4.813442E-03
-4.995000E-03,-3.908920E-03
-4.990000E-03,-4.411432E-03
-4.985000E-03,-4.819724E-03
-4.980000E-03,-4.712940E-03
-4.975000E-03,-5.416457E-03
-4.970000E-03,-5.020729E-03
-4.965000E-03,-5.416457E-03
-4.960000E-03,-4.518216E-03
-4.955000E-03,-4.712940E-03
-4.950000E-03,-5.516960E-03
-4.945000E-03,-3.312186E-03
-4.940000E-03,-5.014447E-03
-4.935000E-03,-2.508166E-03
-4.930000E-03,-3.305905E-03
-4.925000E-03,-2.809673E-03
-4.920000E-03,-4.109925E-03
-4.915000E-03,-5.315955E-03
-4.910000E-03,-3.312186E-03
-4.905000E-03,-5.114950E-03
-4.900000E-03,-4.216709E-03
-4.895000E-03,-3.406407E-03
-4.890000E-03,-4.712940E-03
-4.885000E-03,-2.508166E-03
-4.880000E-03,-3.707915E-03
-4.875000E-03,-3.312186E-03
-4.870000E-03,-4.015704E-03
-4.865000E-03,-5.315955E-03
-4.860000E-03,-2.809673E-03
-4.855000E-03,-4.813442E-03
-4.850000E-03,-2.809673E-03
-4.845000E-03,-4.813442E-03
-4.840000E-03,-3.312186E-03
-4.835000E-03,-4.310930E-03
-4.830000E-03,-4.116206E-03
-4.825000E-03,-4.210427E-03
-4.820000E-03,-3.808417E-03
-4.815000E-03,-4.015704E-03
-4.810000E-03,-3.613693E-03
-4.805000E-03,-4.411432E-03
-4.800000E-03,-2.508166E-03
-4.795000E-03,-5.315955E-03
-4.790000E-03,-3.211683E-03
-4.785000E-03,-4.511935E-03
-4.780000E-03,-3.915201E-03
-4.775000E-03,-4.210427E-03
-4.770000E-03,-4.210427E-03
-4.765000E-03,-4.511935E-03
-4.760000E-03,-4.813442E-03
-4.755000E-03,-3.707915E-03
-4.750000E-03,-3.305905E-03
-4.745000E-03,-4.712940E-03
-4.740000E-03,-1.302136E-03
-4.735000E-03,-4.310930E-03
-4.730000E-03,-2.709171E-03
-4.725000E-03,-5.014447E-03
-4.720000E-03,-4.518216E-03
-4.715000E-03,-4.813442E-03
-4.710000E-03,-5.215452E-03
-4.705000E-03,-4.813442E-03
-4.700000E-03,-4.612437E-03
-4.695000E-03,-4.317211E-03
-4.690000E-03,-4.109925E-03
-4.685000E-03,-5.114950E-03
-4.680000E-03,-3.412688E-03
-4.675000E-03,-4.712940E-03
-4.670000E-03,-4.411432E-03
-4.665000E-03,-3.808417E-03
-4.660000E-03,-3.908920E-03
-4.655000E-03,-2.508166E-03
-4.650000E-03,-3.808417E-03
-4.645000E-03,-2.608668E-03
-4.640000E-03,-4.009422E-03
-4.635000E-03,-3.915201E-03
-4.630000E-03,-3.908920E-03
-4.625000E-03,-4.518216E-03
-4.620000E-03,-3.312186E-03
-4.615000E-03,-3.908920E-03
-4.610000E-03,-2.809673E-03
-4.605000E-03,-3.714196E-03
-4.600000E-03,-3.707915E-03
-4.595000E-03,-1.603643E-03
-4.590000E-03,-5.114950E-03
-4.585000E-03,-2.709171E-03
-4.580000E-03,-3.707915E-03
-4.575000E-03,-3.915201E-03
-4.570000E-03,-3.908920E-03
-4.565000E-03,-4.411432E-03
-4.560000E-03,-4.009422E-03
-4.555000E-03,-5.315955E-03
-4.550000E-03,-4.216709E-03
-4.545000E-03,-3.613693E-03
-4.540000E-03,-5.014447E-03
-4.535000E-03,-3.513191E-03
-4.530000E-03,-5.416457E-03
-4.525000E-03,-3.814698E-03
-4.520000E-03,-4.612437E-03
-4.515000E-03,-3.915201E-03
-4.510000E-03,-4.015704E-03
-4.505000E-03,-4.712940E-03
-4.500000E-03,-3.412688E-03
-4.495000E-03,-5.014447E-03
-4.490000E-03,-5.121231E-03
-4.485000E-03,-3.513191E-03
-4.480000E-03,-5.818467E-03
-4.475000E-03,-4.116206E-03
-4.470000E-03,-5.215452E-03
-4.465000E-03,-3.513191E-03
-4.460000E-03,-4.612437E-03
-4.455000E-03,-4.310930E-03
-4.450000E-03,-3.513191E-03
-4.445000E-03,-4.417714E-03
